Team Name,roster_person_fullName,roster_person_id,JSON_ValueString,JSON_Name6
New Jersey Devils,Sami Vatanen,8475222,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Sami Vatanen,8475222,careerRegularSeason,
New Jersey Devils,Sami Vatanen,8475222,9175:10,timeOnIce
New Jersey Devils,Sami Vatanen,8475222,149,assists
New Jersey Devils,Sami Vatanen,8475222,45,goals
New Jersey Devils,Sami Vatanen,8475222,192,pim
New Jersey Devils,Sami Vatanen,8475222,805,shots
New Jersey Devils,Sami Vatanen,8475222,434,games
New Jersey Devils,Sami Vatanen,8475222,513,hits
New Jersey Devils,Sami Vatanen,8475222,21,powerPlayGoals
New Jersey Devils,Sami Vatanen,8475222,86,powerPlayPoints
New Jersey Devils,Sami Vatanen,8475222,1189:47,powerPlayTimeOnIce
New Jersey Devils,Sami Vatanen,8475222,7231:53,evenTimeOnIce
New Jersey Devils,Sami Vatanen,8475222,192,penaltyMinutes
New Jersey Devils,Sami Vatanen,8475222,50,faceOffPct
New Jersey Devils,Sami Vatanen,8475222,5.6,shotPct
New Jersey Devils,Sami Vatanen,8475222,3,gameWinningGoals
New Jersey Devils,Sami Vatanen,8475222,0,overTimeGoals
New Jersey Devils,Sami Vatanen,8475222,1,shortHandedGoals
New Jersey Devils,Sami Vatanen,8475222,3,shortHandedPoints
New Jersey Devils,Sami Vatanen,8475222,753:30,shortHandedTimeOnIce
New Jersey Devils,Sami Vatanen,8475222,678,blocked
New Jersey Devils,Sami Vatanen,8475222,-8,plusMinus
New Jersey Devils,Sami Vatanen,8475222,194,points
New Jersey Devils,Sami Vatanen,8475222,11234,shifts
New Jersey Devils,Sami Vatanen,8475222,21:08,timeOnIcePerGame
New Jersey Devils,Sami Vatanen,8475222,16:39,evenTimeOnIcePerGame
New Jersey Devils,Sami Vatanen,8475222,01:44,shortHandedTimeOnIcePerGame
New Jersey Devils,Sami Vatanen,8475222,02:44,powerPlayTimeOnIcePerGame
New Jersey Devils,Travis Zajac,8471233,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Travis Zajac,8471233,careerRegularSeason,
New Jersey Devils,Travis Zajac,8471233,18396:29,timeOnIce
New Jersey Devils,Travis Zajac,8471233,336,assists
New Jersey Devils,Travis Zajac,8471233,192,goals
New Jersey Devils,Travis Zajac,8471233,334,pim
New Jersey Devils,Travis Zajac,8471233,1746,shots
New Jersey Devils,Travis Zajac,8471233,979,games
New Jersey Devils,Travis Zajac,8471233,768,hits
New Jersey Devils,Travis Zajac,8471233,52,powerPlayGoals
New Jersey Devils,Travis Zajac,8471233,146,powerPlayPoints
New Jersey Devils,Travis Zajac,8471233,2433:48,powerPlayTimeOnIce
New Jersey Devils,Travis Zajac,8471233,14135:41,evenTimeOnIce
New Jersey Devils,Travis Zajac,8471233,334,penaltyMinutes
New Jersey Devils,Travis Zajac,8471233,53.5,faceOffPct
New Jersey Devils,Travis Zajac,8471233,11,shotPct
New Jersey Devils,Travis Zajac,8471233,22,gameWinningGoals
New Jersey Devils,Travis Zajac,8471233,4,overTimeGoals
New Jersey Devils,Travis Zajac,8471233,12,shortHandedGoals
New Jersey Devils,Travis Zajac,8471233,22,shortHandedPoints
New Jersey Devils,Travis Zajac,8471233,1827:00,shortHandedTimeOnIce
New Jersey Devils,Travis Zajac,8471233,396,blocked
New Jersey Devils,Travis Zajac,8471233,-14,plusMinus
New Jersey Devils,Travis Zajac,8471233,528,points
New Jersey Devils,Travis Zajac,8471233,23390,shifts
New Jersey Devils,Travis Zajac,8471233,18:47,timeOnIcePerGame
New Jersey Devils,Travis Zajac,8471233,14:26,evenTimeOnIcePerGame
New Jersey Devils,Travis Zajac,8471233,01:51,shortHandedTimeOnIcePerGame
New Jersey Devils,Travis Zajac,8471233,02:29,powerPlayTimeOnIcePerGame
New Jersey Devils,Andy Greene,8472382,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Andy Greene,8472382,careerRegularSeason,
New Jersey Devils,Andy Greene,8472382,19906:08,timeOnIce
New Jersey Devils,Andy Greene,8472382,197,assists
New Jersey Devils,Andy Greene,8472382,49,goals
New Jersey Devils,Andy Greene,8472382,259,pim
New Jersey Devils,Andy Greene,8472382,1013,shots
New Jersey Devils,Andy Greene,8472382,923,games
New Jersey Devils,Andy Greene,8472382,730,hits
New Jersey Devils,Andy Greene,8472382,15,powerPlayGoals
New Jersey Devils,Andy Greene,8472382,57,powerPlayPoints
New Jersey Devils,Andy Greene,8472382,1035:55,powerPlayTimeOnIce
New Jersey Devils,Andy Greene,8472382,16296:51,evenTimeOnIce
New Jersey Devils,Andy Greene,8472382,259,penaltyMinutes
New Jersey Devils,Andy Greene,8472382,4.8,shotPct
New Jersey Devils,Andy Greene,8472382,11,gameWinningGoals
New Jersey Devils,Andy Greene,8472382,3,overTimeGoals
New Jersey Devils,Andy Greene,8472382,2,shortHandedGoals
New Jersey Devils,Andy Greene,8472382,13,shortHandedPoints
New Jersey Devils,Andy Greene,8472382,2573:22,shortHandedTimeOnIce
New Jersey Devils,Andy Greene,8472382,1755,blocked
New Jersey Devils,Andy Greene,8472382,-19,plusMinus
New Jersey Devils,Andy Greene,8472382,246,points
New Jersey Devils,Andy Greene,8472382,24925,shifts
New Jersey Devils,Andy Greene,8472382,21:34,timeOnIcePerGame
New Jersey Devils,Andy Greene,8472382,17:39,evenTimeOnIcePerGame
New Jersey Devils,Andy Greene,8472382,02:47,shortHandedTimeOnIcePerGame
New Jersey Devils,Andy Greene,8472382,01:07,powerPlayTimeOnIcePerGame
New Jersey Devils,P.K. Subban,8474056,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,P.K. Subban,8474056,careerRegularSeason,
New Jersey Devils,P.K. Subban,8474056,16903:07,timeOnIce
New Jersey Devils,P.K. Subban,8474056,317,assists
New Jersey Devils,P.K. Subban,8474056,104,goals
New Jersey Devils,P.K. Subban,8474056,779,pim
New Jersey Devils,P.K. Subban,8474056,1733,shots
New Jersey Devils,P.K. Subban,8474056,701,games
New Jersey Devils,P.K. Subban,8474056,917,hits
New Jersey Devils,P.K. Subban,8474056,46,powerPlayGoals
New Jersey Devils,P.K. Subban,8474056,180,powerPlayPoints
New Jersey Devils,P.K. Subban,8474056,2446:53,powerPlayTimeOnIce
New Jersey Devils,P.K. Subban,8474056,13055:37,evenTimeOnIce
New Jersey Devils,P.K. Subban,8474056,779,penaltyMinutes
New Jersey Devils,P.K. Subban,8474056,33.3,faceOffPct
New Jersey Devils,P.K. Subban,8474056,6,shotPct
New Jersey Devils,P.K. Subban,8474056,16,gameWinningGoals
New Jersey Devils,P.K. Subban,8474056,4,overTimeGoals
New Jersey Devils,P.K. Subban,8474056,1,shortHandedGoals
New Jersey Devils,P.K. Subban,8474056,4,shortHandedPoints
New Jersey Devils,P.K. Subban,8474056,1400:37,shortHandedTimeOnIce
New Jersey Devils,P.K. Subban,8474056,953,blocked
New Jersey Devils,P.K. Subban,8474056,34,plusMinus
New Jersey Devils,P.K. Subban,8474056,421,points
New Jersey Devils,P.K. Subban,8474056,19705,shifts
New Jersey Devils,P.K. Subban,8474056,24:06,timeOnIcePerGame
New Jersey Devils,P.K. Subban,8474056,18:37,evenTimeOnIcePerGame
New Jersey Devils,P.K. Subban,8474056,01:59,shortHandedTimeOnIcePerGame
New Jersey Devils,P.K. Subban,8474056,03:29,powerPlayTimeOnIcePerGame
New Jersey Devils,Wayne Simmonds,8474190,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Wayne Simmonds,8474190,careerRegularSeason,
New Jersey Devils,Wayne Simmonds,8474190,14402:12,timeOnIce
New Jersey Devils,Wayne Simmonds,8474190,247,assists
New Jersey Devils,Wayne Simmonds,8474190,250,goals
New Jersey Devils,Wayne Simmonds,8474190,1117,pim
New Jersey Devils,Wayne Simmonds,8474190,1966,shots
New Jersey Devils,Wayne Simmonds,8474190,898,games
New Jersey Devils,Wayne Simmonds,8474190,1635,hits
New Jersey Devils,Wayne Simmonds,8474190,98,powerPlayGoals
New Jersey Devils,Wayne Simmonds,8474190,165,powerPlayPoints
New Jersey Devils,Wayne Simmonds,8474190,2249:26,powerPlayTimeOnIce
New Jersey Devils,Wayne Simmonds,8474190,11801:15,evenTimeOnIce
New Jersey Devils,Wayne Simmonds,8474190,1117,penaltyMinutes
New Jersey Devils,Wayne Simmonds,8474190,42.5,faceOffPct
New Jersey Devils,Wayne Simmonds,8474190,12.7,shotPct
New Jersey Devils,Wayne Simmonds,8474190,42,gameWinningGoals
New Jersey Devils,Wayne Simmonds,8474190,2,overTimeGoals
New Jersey Devils,Wayne Simmonds,8474190,3,shortHandedGoals
New Jersey Devils,Wayne Simmonds,8474190,4,shortHandedPoints
New Jersey Devils,Wayne Simmonds,8474190,351:31,shortHandedTimeOnIce
New Jersey Devils,Wayne Simmonds,8474190,428,blocked
New Jersey Devils,Wayne Simmonds,8474190,-77,plusMinus
New Jersey Devils,Wayne Simmonds,8474190,497,points
New Jersey Devils,Wayne Simmonds,8474190,18467,shifts
New Jersey Devils,Wayne Simmonds,8474190,16:02,timeOnIcePerGame
New Jersey Devils,Wayne Simmonds,8474190,13:08,evenTimeOnIcePerGame
New Jersey Devils,Wayne Simmonds,8474190,00:23,shortHandedTimeOnIcePerGame
New Jersey Devils,Wayne Simmonds,8474190,02:30,powerPlayTimeOnIcePerGame
New Jersey Devils,Kyle Palmieri,8475151,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Kyle Palmieri,8475151,careerRegularSeason,
New Jersey Devils,Kyle Palmieri,8475151,8636:10,timeOnIce
New Jersey Devils,Kyle Palmieri,8475151,161,assists
New Jersey Devils,Kyle Palmieri,8475151,171,goals
New Jersey Devils,Kyle Palmieri,8475151,288,pim
New Jersey Devils,Kyle Palmieri,8475151,1344,shots
New Jersey Devils,Kyle Palmieri,8475151,549,games
New Jersey Devils,Kyle Palmieri,8475151,770,hits
New Jersey Devils,Kyle Palmieri,8475151,58,powerPlayGoals
New Jersey Devils,Kyle Palmieri,8475151,113,powerPlayPoints
New Jersey Devils,Kyle Palmieri,8475151,1284:43,powerPlayTimeOnIce
New Jersey Devils,Kyle Palmieri,8475151,7143:55,evenTimeOnIce
New Jersey Devils,Kyle Palmieri,8475151,288,penaltyMinutes
New Jersey Devils,Kyle Palmieri,8475151,33.4,faceOffPct
New Jersey Devils,Kyle Palmieri,8475151,12.7,shotPct
New Jersey Devils,Kyle Palmieri,8475151,30,gameWinningGoals
New Jersey Devils,Kyle Palmieri,8475151,5,overTimeGoals
New Jersey Devils,Kyle Palmieri,8475151,1,shortHandedGoals
New Jersey Devils,Kyle Palmieri,8475151,1,shortHandedPoints
New Jersey Devils,Kyle Palmieri,8475151,207:32,shortHandedTimeOnIce
New Jersey Devils,Kyle Palmieri,8475151,272,blocked
New Jersey Devils,Kyle Palmieri,8475151,9,plusMinus
New Jersey Devils,Kyle Palmieri,8475151,332,points
New Jersey Devils,Kyle Palmieri,8475151,11001,shifts
New Jersey Devils,Kyle Palmieri,8475151,15:43,timeOnIcePerGame
New Jersey Devils,Kyle Palmieri,8475151,13:00,evenTimeOnIcePerGame
New Jersey Devils,Kyle Palmieri,8475151,00:22,shortHandedTimeOnIcePerGame
New Jersey Devils,Kyle Palmieri,8475151,02:20,powerPlayTimeOnIcePerGame
New Jersey Devils,Louis Domingue,8475839,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Louis Domingue,8475839,careerRegularSeason,
New Jersey Devils,Louis Domingue,8475839,7430:25,timeOnIce
New Jersey Devils,Louis Domingue,8475839,10,ot
New Jersey Devils,Louis Domingue,8475839,2,shutouts
New Jersey Devils,Louis Domingue,8475839,58,wins
New Jersey Devils,Louis Domingue,8475839,56,losses
New Jersey Devils,Louis Domingue,8475839,3561,saves
New Jersey Devils,Louis Domingue,8475839,513,powerPlaySaves
New Jersey Devils,Louis Domingue,8475839,109,shortHandedSaves
New Jersey Devils,Louis Domingue,8475839,2939,evenSaves
New Jersey Devils,Louis Domingue,8475839,120,shortHandedShots
New Jersey Devils,Louis Domingue,8475839,3215,evenShots
New Jersey Devils,Louis Domingue,8475839,603,powerPlayShots
New Jersey Devils,Louis Domingue,8475839,0.904266,savePercentage
New Jersey Devils,Louis Domingue,8475839,3.04424,goalAgainstAverage
New Jersey Devils,Louis Domingue,8475839,137,games
New Jersey Devils,Louis Domingue,8475839,121,gamesStarted
New Jersey Devils,Louis Domingue,8475839,3938,shotsAgainst
New Jersey Devils,Louis Domingue,8475839,377,goalsAgainst
New Jersey Devils,Louis Domingue,8475839,54:14,timeOnIcePerGame
New Jersey Devils,Louis Domingue,8475839,85.0746268656716,powerPlaySavePercentage
New Jersey Devils,Louis Domingue,8475839,90.8333333333333,shortHandedSavePercentage
New Jersey Devils,Louis Domingue,8475839,91.4152410575428,evenStrengthSavePercentage
New Jersey Devils,Blake Coleman,8476399,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Blake Coleman,8476399,careerRegularSeason,
New Jersey Devils,Blake Coleman,8476399,3730:43,timeOnIce
New Jersey Devils,Blake Coleman,8476399,37,assists
New Jersey Devils,Blake Coleman,8476399,57,goals
New Jersey Devils,Blake Coleman,8476399,188,pim
New Jersey Devils,Blake Coleman,8476399,570,shots
New Jersey Devils,Blake Coleman,8476399,237,games
New Jersey Devils,Blake Coleman,8476399,658,hits
New Jersey Devils,Blake Coleman,8476399,4,powerPlayGoals
New Jersey Devils,Blake Coleman,8476399,6,powerPlayPoints
New Jersey Devils,Blake Coleman,8476399,94:40,powerPlayTimeOnIce
New Jersey Devils,Blake Coleman,8476399,3073:48,evenTimeOnIce
New Jersey Devils,Blake Coleman,8476399,188,penaltyMinutes
New Jersey Devils,Blake Coleman,8476399,43,faceOffPct
New Jersey Devils,Blake Coleman,8476399,10,shotPct
New Jersey Devils,Blake Coleman,8476399,7,gameWinningGoals
New Jersey Devils,Blake Coleman,8476399,0,overTimeGoals
New Jersey Devils,Blake Coleman,8476399,9,shortHandedGoals
New Jersey Devils,Blake Coleman,8476399,12,shortHandedPoints
New Jersey Devils,Blake Coleman,8476399,562:15,shortHandedTimeOnIce
New Jersey Devils,Blake Coleman,8476399,156,blocked
New Jersey Devils,Blake Coleman,8476399,-21,plusMinus
New Jersey Devils,Blake Coleman,8476399,94,points
New Jersey Devils,Blake Coleman,8476399,4768,shifts
New Jersey Devils,Blake Coleman,8476399,15:44,timeOnIcePerGame
New Jersey Devils,Blake Coleman,8476399,12:58,evenTimeOnIcePerGame
New Jersey Devils,Blake Coleman,8476399,02:22,shortHandedTimeOnIcePerGame
New Jersey Devils,Blake Coleman,8476399,00:23,powerPlayTimeOnIcePerGame
New Jersey Devils,Damon Severson,8476923,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Damon Severson,8476923,careerRegularSeason,
New Jersey Devils,Damon Severson,8476923,8655:42,timeOnIce
New Jersey Devils,Damon Severson,8476923,121,assists
New Jersey Devils,Damon Severson,8476923,36,goals
New Jersey Devils,Damon Severson,8476923,256,pim
New Jersey Devils,Damon Severson,8476923,674,shots
New Jersey Devils,Damon Severson,8476923,418,games
New Jersey Devils,Damon Severson,8476923,420,hits
New Jersey Devils,Damon Severson,8476923,5,powerPlayGoals
New Jersey Devils,Damon Severson,8476923,49,powerPlayPoints
New Jersey Devils,Damon Severson,8476923,846:22,powerPlayTimeOnIce
New Jersey Devils,Damon Severson,8476923,7415:14,evenTimeOnIce
New Jersey Devils,Damon Severson,8476923,256,penaltyMinutes
New Jersey Devils,Damon Severson,8476923,0,faceOffPct
New Jersey Devils,Damon Severson,8476923,5.3,shotPct
New Jersey Devils,Damon Severson,8476923,4,gameWinningGoals
New Jersey Devils,Damon Severson,8476923,0,overTimeGoals
New Jersey Devils,Damon Severson,8476923,0,shortHandedGoals
New Jersey Devils,Damon Severson,8476923,1,shortHandedPoints
New Jersey Devils,Damon Severson,8476923,394:06,shortHandedTimeOnIce
New Jersey Devils,Damon Severson,8476923,372,blocked
New Jersey Devils,Damon Severson,8476923,-104,plusMinus
New Jersey Devils,Damon Severson,8476923,157,points
New Jersey Devils,Damon Severson,8476923,10832,shifts
New Jersey Devils,Damon Severson,8476923,20:42,timeOnIcePerGame
New Jersey Devils,Damon Severson,8476923,17:44,evenTimeOnIcePerGame
New Jersey Devils,Damon Severson,8476923,00:56,shortHandedTimeOnIcePerGame
New Jersey Devils,Damon Severson,8476923,02:01,powerPlayTimeOnIcePerGame
New Jersey Devils,Connor Carrick,8476941,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Connor Carrick,8476941,careerRegularSeason,
New Jersey Devils,Connor Carrick,8476941,3447:33,timeOnIce
New Jersey Devils,Connor Carrick,8476941,34,assists
New Jersey Devils,Connor Carrick,8476941,11,goals
New Jersey Devils,Connor Carrick,8476941,148,pim
New Jersey Devils,Connor Carrick,8476941,242,shots
New Jersey Devils,Connor Carrick,8476941,218,games
New Jersey Devils,Connor Carrick,8476941,213,hits
New Jersey Devils,Connor Carrick,8476941,2,powerPlayGoals
New Jersey Devils,Connor Carrick,8476941,5,powerPlayPoints
New Jersey Devils,Connor Carrick,8476941,102:49,powerPlayTimeOnIce
New Jersey Devils,Connor Carrick,8476941,3253:19,evenTimeOnIce
New Jersey Devils,Connor Carrick,8476941,148,penaltyMinutes
New Jersey Devils,Connor Carrick,8476941,4.5,shotPct
New Jersey Devils,Connor Carrick,8476941,5,gameWinningGoals
New Jersey Devils,Connor Carrick,8476941,0,overTimeGoals
New Jersey Devils,Connor Carrick,8476941,0,shortHandedGoals
New Jersey Devils,Connor Carrick,8476941,0,shortHandedPoints
New Jersey Devils,Connor Carrick,8476941,91:25,shortHandedTimeOnIce
New Jersey Devils,Connor Carrick,8476941,269,blocked
New Jersey Devils,Connor Carrick,8476941,-16,plusMinus
New Jersey Devils,Connor Carrick,8476941,45,points
New Jersey Devils,Connor Carrick,8476941,4599,shifts
New Jersey Devils,Connor Carrick,8476941,15:48,timeOnIcePerGame
New Jersey Devils,Connor Carrick,8476941,14:55,evenTimeOnIcePerGame
New Jersey Devils,Connor Carrick,8476941,00:25,shortHandedTimeOnIcePerGame
New Jersey Devils,Connor Carrick,8476941,00:28,powerPlayTimeOnIcePerGame
New Jersey Devils,Nikita Gusev,8477038,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Nikita Gusev,8477038,careerRegularSeason,
New Jersey Devils,Nikita Gusev,8477038,791:53,timeOnIce
New Jersey Devils,Nikita Gusev,8477038,23,assists
New Jersey Devils,Nikita Gusev,8477038,10,goals
New Jersey Devils,Nikita Gusev,8477038,12,pim
New Jersey Devils,Nikita Gusev,8477038,131,shots
New Jersey Devils,Nikita Gusev,8477038,54,games
New Jersey Devils,Nikita Gusev,8477038,11,hits
New Jersey Devils,Nikita Gusev,8477038,3,powerPlayGoals
New Jersey Devils,Nikita Gusev,8477038,8,powerPlayPoints
New Jersey Devils,Nikita Gusev,8477038,136:12,powerPlayTimeOnIce
New Jersey Devils,Nikita Gusev,8477038,655:36,evenTimeOnIce
New Jersey Devils,Nikita Gusev,8477038,12,penaltyMinutes
New Jersey Devils,Nikita Gusev,8477038,0,faceOffPct
New Jersey Devils,Nikita Gusev,8477038,7.6,shotPct
New Jersey Devils,Nikita Gusev,8477038,2,gameWinningGoals
New Jersey Devils,Nikita Gusev,8477038,0,overTimeGoals
New Jersey Devils,Nikita Gusev,8477038,0,shortHandedGoals
New Jersey Devils,Nikita Gusev,8477038,0,shortHandedPoints
New Jersey Devils,Nikita Gusev,8477038,00:05,shortHandedTimeOnIce
New Jersey Devils,Nikita Gusev,8477038,6,blocked
New Jersey Devils,Nikita Gusev,8477038,-15,plusMinus
New Jersey Devils,Nikita Gusev,8477038,33,points
New Jersey Devils,Nikita Gusev,8477038,960,shifts
New Jersey Devils,Nikita Gusev,8477038,14:39,timeOnIcePerGame
New Jersey Devils,Nikita Gusev,8477038,12:08,evenTimeOnIcePerGame
New Jersey Devils,Nikita Gusev,8477038,00:00,shortHandedTimeOnIcePerGame
New Jersey Devils,Nikita Gusev,8477038,02:31,powerPlayTimeOnIcePerGame
New Jersey Devils,Will Butcher,8477355,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Will Butcher,8477355,careerRegularSeason,
New Jersey Devils,Will Butcher,8477355,3784:20,timeOnIce
New Jersey Devils,Will Butcher,8477355,82,assists
New Jersey Devils,Will Butcher,8477355,13,goals
New Jersey Devils,Will Butcher,8477355,32,pim
New Jersey Devils,Will Butcher,8477355,257,shots
New Jersey Devils,Will Butcher,8477355,213,games
New Jersey Devils,Will Butcher,8477355,90,hits
New Jersey Devils,Will Butcher,8477355,4,powerPlayGoals
New Jersey Devils,Will Butcher,8477355,38,powerPlayPoints
New Jersey Devils,Will Butcher,8477355,503:03,powerPlayTimeOnIce
New Jersey Devils,Will Butcher,8477355,3254:32,evenTimeOnIce
New Jersey Devils,Will Butcher,8477355,32,penaltyMinutes
New Jersey Devils,Will Butcher,8477355,5.1,shotPct
New Jersey Devils,Will Butcher,8477355,3,gameWinningGoals
New Jersey Devils,Will Butcher,8477355,0,overTimeGoals
New Jersey Devils,Will Butcher,8477355,0,shortHandedGoals
New Jersey Devils,Will Butcher,8477355,0,shortHandedPoints
New Jersey Devils,Will Butcher,8477355,26:45,shortHandedTimeOnIce
New Jersey Devils,Will Butcher,8477355,209,blocked
New Jersey Devils,Will Butcher,8477355,-24,plusMinus
New Jersey Devils,Will Butcher,8477355,95,points
New Jersey Devils,Will Butcher,8477355,4721,shifts
New Jersey Devils,Will Butcher,8477355,17:46,timeOnIcePerGame
New Jersey Devils,Will Butcher,8477355,15:16,evenTimeOnIcePerGame
New Jersey Devils,Will Butcher,8477355,00:07,shortHandedTimeOnIcePerGame
New Jersey Devils,Will Butcher,8477355,02:21,powerPlayTimeOnIcePerGame
New Jersey Devils,John Hayden,8477401,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,John Hayden,8477401,careerRegularSeason,
New Jersey Devils,John Hayden,8477401,1458:25,timeOnIce
New Jersey Devils,John Hayden,8477401,15,assists
New Jersey Devils,John Hayden,8477401,10,goals
New Jersey Devils,John Hayden,8477401,138,pim
New Jersey Devils,John Hayden,8477401,150,shots
New Jersey Devils,John Hayden,8477401,146,games
New Jersey Devils,John Hayden,8477401,329,hits
New Jersey Devils,John Hayden,8477401,0,powerPlayGoals
New Jersey Devils,John Hayden,8477401,0,powerPlayPoints
New Jersey Devils,John Hayden,8477401,37:49,powerPlayTimeOnIce
New Jersey Devils,John Hayden,8477401,1360:38,evenTimeOnIce
New Jersey Devils,John Hayden,8477401,138,penaltyMinutes
New Jersey Devils,John Hayden,8477401,30.4,faceOffPct
New Jersey Devils,John Hayden,8477401,6.7,shotPct
New Jersey Devils,John Hayden,8477401,0,gameWinningGoals
New Jersey Devils,John Hayden,8477401,0,overTimeGoals
New Jersey Devils,John Hayden,8477401,1,shortHandedGoals
New Jersey Devils,John Hayden,8477401,1,shortHandedPoints
New Jersey Devils,John Hayden,8477401,59:58,shortHandedTimeOnIce
New Jersey Devils,John Hayden,8477401,66,blocked
New Jersey Devils,John Hayden,8477401,-16,plusMinus
New Jersey Devils,John Hayden,8477401,25,points
New Jersey Devils,John Hayden,8477401,2092,shifts
New Jersey Devils,John Hayden,8477401,09:59,timeOnIcePerGame
New Jersey Devils,John Hayden,8477401,09:19,evenTimeOnIcePerGame
New Jersey Devils,John Hayden,8477401,00:24,shortHandedTimeOnIcePerGame
New Jersey Devils,John Hayden,8477401,00:15,powerPlayTimeOnIcePerGame
New Jersey Devils,Mirco Mueller,8477509,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Mirco Mueller,8477509,careerRegularSeason,
New Jersey Devils,Mirco Mueller,8477509,2868:58,timeOnIce
New Jersey Devils,Mirco Mueller,8477509,21,assists
New Jersey Devils,Mirco Mueller,8477509,5,goals
New Jersey Devils,Mirco Mueller,8477509,59,pim
New Jersey Devils,Mirco Mueller,8477509,123,shots
New Jersey Devils,Mirco Mueller,8477509,173,games
New Jersey Devils,Mirco Mueller,8477509,187,hits
New Jersey Devils,Mirco Mueller,8477509,0,powerPlayGoals
New Jersey Devils,Mirco Mueller,8477509,0,powerPlayPoints
New Jersey Devils,Mirco Mueller,8477509,29:33,powerPlayTimeOnIce
New Jersey Devils,Mirco Mueller,8477509,2597:06,evenTimeOnIce
New Jersey Devils,Mirco Mueller,8477509,59,penaltyMinutes
New Jersey Devils,Mirco Mueller,8477509,4.1,shotPct
New Jersey Devils,Mirco Mueller,8477509,0,gameWinningGoals
New Jersey Devils,Mirco Mueller,8477509,0,overTimeGoals
New Jersey Devils,Mirco Mueller,8477509,0,shortHandedGoals
New Jersey Devils,Mirco Mueller,8477509,2,shortHandedPoints
New Jersey Devils,Mirco Mueller,8477509,242:19,shortHandedTimeOnIce
New Jersey Devils,Mirco Mueller,8477509,230,blocked
New Jersey Devils,Mirco Mueller,8477509,-23,plusMinus
New Jersey Devils,Mirco Mueller,8477509,26,points
New Jersey Devils,Mirco Mueller,8477509,3972,shifts
New Jersey Devils,Mirco Mueller,8477509,16:35,timeOnIcePerGame
New Jersey Devils,Mirco Mueller,8477509,15:00,evenTimeOnIcePerGame
New Jersey Devils,Mirco Mueller,8477509,01:24,shortHandedTimeOnIcePerGame
New Jersey Devils,Mirco Mueller,8477509,00:10,powerPlayTimeOnIcePerGame
New Jersey Devils,Miles Wood,8477425,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,
New Jersey Devils,Miles Wood,8477425,careerRegularSeason,
New Jersey Devils,Miles Wood,8477425,3318:04,timeOnIce
New Jersey Devils,Miles Wood,8477425,46,assists
New Jersey Devils,Miles Wood,8477425,47,goals
New Jersey Devils,Miles Wood,8477425,312,pim
New Jersey Devils,Miles Wood,8477425,553,shots
New Jersey Devils,Miles Wood,8477425,257,games
New Jersey Devils,Miles Wood,8477425,326,hits
New Jersey Devils,Miles Wood,8477425,6,powerPlayGoals
New Jersey Devils,Miles Wood,8477425,10,powerPlayPoints
New Jersey Devils,Miles Wood,8477425,265:34,powerPlayTimeOnIce
New Jersey Devils,Miles Wood,8477425,3046:28,evenTimeOnIce
New Jersey Devils,Miles Wood,8477425,312,penaltyMinutes
New Jersey Devils,Miles Wood,8477425,37.5,faceOffPct
New Jersey Devils,Miles Wood,8477425,8.5,shotPct
