teamid,Team Name,Season,PlayerName,roster_position_code,player_id,evenSaves,evenShots,evenStrengthSavePercentage,games,gamesStarted,goalAgainstAverage,goalsAgainst,losses,ot,powerPlaySavePercentage,powerPlaySaves,powerPlayShots,savePercentage,saves,shortHandedSavePercentage,shortHandedSaves,shortHandedShots,shotsAgainst,shutouts,ties,timeOnIce,timeOnIcePerGame,wins
13,Florida Panthers,20172018,James Reimer,G,8473503,1015,1110,91.4414414414414,44,42,2.985797,120,14,6,90.2542372881356,213,236,0.913,1253,92.5925925925926,25,27,1373,4,0,2411:25,54:48,22
13,Florida Panthers,20172018,Roberto Luongo,G,8466141,886,950,93.2631578947368,35,33,2.472066,81,11,2,89.8089171974522,141,157,0.929,1062,97.2222222222222,35,36,1143,3,0,1965:58,56:10,18
14,Tampa Bay Lightning,20172018,Andrei Vasilevskiy,G,8476883,1586,1707,92.9115407147042,65,64,2.619482,167,17,3,86.4615384615385,281,325,0.92,1908,95.3488372093023,41,43,2075,8,0,3825:11,58:50,44
14,Tampa Bay Lightning,20172018,Louis Domingue,G,8475839,428,470,91.063829787234,19,16,3.408562,61,9,1,81.9148936170213,77,94,0.894,517,85.7142857142857,12,14,578,0,0,1073:46,56:30,7
14,Tampa Bay Lightning,20172018,Peter Budaj,G,8469514,153,168,91.0714285714286,8,7,3.763941,27,3,1,73.8095238095238,31,42,0.876,190,85.7142857142857,6,7,217,0,0,430:24,53:48,3
15,Washington Capitals,20172018,Braden Holtby,G,8474651,1230,1345,91.449814126394,54,54,2.992372,153,16,4,87.4524714828897,230,263,0.907,1495,87.5,35,40,1648,0,0,3067:48,56:48,34
15,Washington Capitals,20172018,Philipp Grubauer,G,8475831,724,776,93.298969072165,35,28,2.348777,73,10,3,87.0967741935484,135,155,0.923,880,95.4545454545454,21,22,953,3,0,1864:48,53:16,15
16,Chicago Blackhawks,20172018,Anton Forsberg,G,8476341,705,775,90.9677419354839,35,30,2.974137,85,16,4,86.4864864864865,96,111,0.908,836,100,35,35,921,0,0,1714:47,48:59,10
16,Chicago Blackhawks,20172018,Collin Delia,G,8480420,54,58,93.1034482758621,2,2,3.962887,7,1,0,25,1,4,0.889,56,100,1,1,63,0,0,105:59,52:59,1
16,Chicago Blackhawks,20172018,Corey Crawford,G,8470645,636,681,93.3920704845815,28,27,2.273445,60,9,2,90.8396946564886,119,131,0.929,782,90,27,30,842,2,0,1583:30,56:33,16
16,Chicago Blackhawks,20172018,J-F Berube,G,8475234,295,326,90.4907975460123,13,10,3.775941,42,6,1,84.6153846153846,55,65,0.894,356,85.7142857142857,6,7,398,0,0,667:23,51:20,3
16,Chicago Blackhawks,20172018,Jeff Glass,G,8471301,339,374,90.6417112299465,15,13,3.362163,46,7,3,86.9565217391304,60,69,0.898,406,77.7777777777778,7,9,452,0,0,820:54,54:43,3
16,Chicago Blackhawks,20172018,Scott Foster,G,8479138,6,6,100,1,0,0,0,0,0,100,1,1,1,7,"",0,0,7,0,0,14:01,14:01,0
17,Detroit Red Wings,20172018,Jared Coreau,G,8477225,155,175,88.5714285714286,7,7,4.258302,27,5,1,76.9230769230769,20,26,0.867,176,50,1,2,203,0,0,380:26,54:20,0
17,Detroit Red Wings,20172018,Jimmy Howard,G,8470657,1334,1456,91.6208791208791,60,57,2.850681,160,27,9,86.9090909090909,239,275,0.91,1610,94.8717948717949,37,39,1770,1,0,3367:37,56:07,22
17,Detroit Red Wings,20172018,Petr Mrazek,G,8475852,834,912,91.4473684210526,39,33,3.033338,106,13,6,82.3943661971831,117,142,0.902,974,88.4615384615385,23,26,1080,4,0,2096:42,53:45,14
18,Nashville Predators,20172018,Juuse Saros,G,8477424,611,657,92.9984779299848,26,23,2.445434,61,5,7,90.2777777777778,130,144,0.925,749,88.8888888888889,8,9,810,3,0,1496:40,57:33,11
18,Nashville Predators,20172018,Pekka Rinne,G,8471469,1389,1480,93.8513513513514,59,59,2.313369,134,13,4,86.7549668874172,262,302,0.927,1706,94.8275862068966,55,58,1840,8,0,3475:27,58:54,42
19,St. Louis Blues,20172018,Carter Hutton,G,8475622,627,670,93.5820895522388,32,26,2.087562,56,7,3,90.990990990991,101,111,0.931,754,89.6551724137931,26,29,810,3,0,1609:32,50:17,17
19,St. Louis Blues,20172018,Jake Allen,G,8474596,1247,1357,91.8938835666912,59,56,2.7495,152,25,3,83.4101382488479,181,217,0.906,1462,85,34,40,1614,1,0,3316:58,56:13,27
2,New York Islanders,20172018,Christopher Gibson,G,8476444,213,233,91.4163090128755,8,8,3.654537,26,3,2,89.5833333333333,43,48,0.908,258,66.6666666666667,2,3,284,0,0,426:52,53:21,2
2,New York Islanders,20172018,Jaroslav Halak,G,8470860,1303,1420,91.7605633802817,54,49,3.194392,161,26,6,86.2962962962963,233,270,0.908,1583,87.037037037037,47,54,1744,1,0,3024:03,56:00,20
2,New York Islanders,20172018,Thomas Greiss,G,8471306,663,735,90.2040816326531,27,25,3.821016,95,8,2,83.1932773109244,99,119,0.892,784,88,22,25,879,1,0,1491:45,55:15,13
20,Calgary Flames,20172018,David Rittich,G,8479496,377,415,90.8433734939759,21,16,2.915992,49,6,3,88.0952380952381,74,84,0.904,463,92.3076923076923,12,13,512,0,0,1008:14,48:00,8
20,Calgary Flames,20172018,Eddie Lack,G,8475663,118,130,90.7692307692308,8,5,4.016103,23,4,0,78.3783783783784,29,37,0.87,154,70,7,10,177,0,0,343:37,42:57,2
20,Calgary Flames,20172018,Jon Gillies,G,8476903,195,220,88.6363636363636,11,9,2.87635,29,5,1,91.304347826087,42,46,0.896,251,100,14,14,280,0,0,604:56,54:59,3
20,Calgary Flames,20172018,Mike Smith,G,8469608,1257,1363,92.2230374174615,55,55,2.651539,141,22,6,88.929889298893,241,271,0.916,1545,90.3846153846154,47,52,1686,3,0,3190:36,58:00,25
21,Colorado Avalanche,20172018,Andrew Hammond,G,8477202,25,27,92.5925925925926,1,1,2.055968,2,1,0,100,5,5,0.939,31,100,1,1,33,0,0,58:22,58:22,0
21,Colorado Avalanche,20172018,Jonathan Bernier,G,8473541,798,865,92.2543352601156,37,34,2.84803,95,13,3,89,178,200,0.913,997,77.7777777777778,21,27,1092,2,0,2001:23,54:05,19
21,Colorado Avalanche,20172018,Semyon Varlamov,G,8473575,1199,1299,92.3017705927637,51,47,2.684329,128,16,6,90.7258064516129,225,248,0.92,1467,89.5833333333333,43,48,1595,2,0,2861:03,56:05,24
22,Edmonton Oilers,20172018,Al Montoya,G,8471219,271,296,91.5540540540541,13,8,3.209329,37,3,2,73.1707317073171,30,41,0.893,309,88.8888888888889,8,9,346,0,0,691:44,53:12,4
22,Edmonton Oilers,20172018,Cam Talbot,G,8475660,1579,1725,91.536231884058,67,67,3.024048,188,31,3,84.7908745247148,223,263,0.908,1848,95.8333333333333,46,48,2036,1,0,3730:06,55:40,31
22,Edmonton Oilers,20172018,Laurent Brossoit,G,8476316,250,276,90.5797101449275,14,10,3.242221,40,7,1,76.9230769230769,40,52,0.883,303,86.6666666666667,13,15,343,0,0,740:14,52:52,3
23,Vancouver Canucks,20172018,Anders Nilsson,G,8475195,632,692,91.3294797687861,27,24,3.443368,84,14,4,83.59375,107,128,0.901,766,90,27,30,850,2,0,1463:41,54:12,7
23,Vancouver Canucks,20172018,Jacob Markstrom,G,8474593,1345,1457,92.3129718599863,60,57,2.706727,154,26,7,83.9130434782609,193,230,0.912,1591,91.3793103448276,53,58,1745,2,0,3413:43,56:53,23
23,Vancouver Canucks,20172018,Thatcher Demko,G,8477967,26,28,92.8571428571429,1,1,3.91198,4,0,0,0,0,2,0.867,26,"",0,0,30,0,0,61:21,61:21,1
24,Anaheim Ducks,20172018,John Gibson,G,8476434,1414,1525,92.7213114754098,60,60,2.432563,139,18,7,91.6387959866221,274,299,0.926,1733,93.75,45,48,1872,4,0,3428:29,57:08,31
24,Anaheim Ducks,20172018,Reto Berra,G,8473499,63,66,95.4545454545454,5,1,2.308326,7,1,0,86.2068965517241,25,29,0.926,88,"",0,0,95,0,0,181:57,36:23,1
24,Anaheim Ducks,20172018,Ryan Miller,G,8468011,560,595,94.1176470588235,28,21,2.349869,53,6,6,86.5079365079365,109,126,0.928,686,94.4444444444444,17,18,739,4,0,1353:16,48:19,12
25,Dallas Stars,20172018,Ben Bishop,G,8471750,1053,1142,92.2066549912434,53,51,2.494082,120,17,5,88.5714285714286,217,245,0.916,1317,94,47,50,1437,5,0,2886:50,54:28,26
25,Dallas Stars,20172018,Kari Lehtonen,G,8470140,698,751,92.9427430093209,37,30,2.561333,83,14,3,84.7560975609756,139,164,0.912,863,83.8709677419355,26,31,946,1,0,1944:18,52:32,15
25,Dallas Stars,20172018,Mike McKenna,G,8470093,37,41,90.2439024390244,2,1,2.960526,5,1,0,88.8888888888889,8,9,0.9,45,"",0,0,50,0,0,101:20,50:40,1
26,Los Angeles Kings,20172018,Darcy Kuemper,G,8475311,631,681,92.6578560939794,29,25,2.518981,67,7,5,88.5245901639344,108,122,0.92,766,90,27,30,833,4,0,1595:53,55:01,12
26,Los Angeles Kings,20172018,Jack Campbell,G,8475789,99,110,90,5,4,2.475464,11,0,2,100,23,23,0.924,134,100,12,12,145,0,0,266:37,53:19,2
26,Los Angeles Kings,20172018,Jonathan Quick,G,8471734,1407,1521,92.5049309664694,64,63,2.39864,147,28,3,89.5470383275261,257,287,0.921,1720,94.9152542372881,56,59,1867,5,0,3677:05,57:27,33
28,San Jose Sharks,20172018,Aaron Dell,G,8477180,586,640,91.5625,29,22,2.641117,67,5,4,88.8888888888889,96,108,0.914,708,96.2962962962963,26,27,775,2,0,1522:05,52:29,15
28,San Jose Sharks,20172018,Martin Jones,G,8474889,1296,1418,91.3963328631876,60,60,2.547037,145,22,6,90.5829596412556,202,223,0.915,1554,96.551724137931,56,58,1699,4,0,3415:44,56:55,30
29,Columbus Blue Jackets,20172018,Joonas Korpisalo,G,8476914,421,469,89.7654584221748,18,17,3.318025,58,8,1,89.3333333333333,67,75,0.897,506,90,18,20,564,0,0,1048:49,58:16,8
29,Columbus Blue Jackets,20172018,Sergei Bobrovsky,G,8475683,1587,1698,93.4628975265018,65,65,2.423581,158,22,6,83.1325301204819,207,249,0.921,1835,89.1304347826087,41,46,1993,5,0,3911:34,60:10,37
3,New York Rangers,20172018,Alexandar Georgiev,G,8480382,263,285,92.280701754386,10,9,3.147057,27,4,1,88.0952380952381,37,42,0.918,304,100,4,4,331,0,0,514:46,51:28,4
3,New York Rangers,20172018,Brandon Halverson,G,8477990,5,6,83.3333333333333,1,0,4.780876,1,0,0,"",0,0,0.833,5,"",0,0,6,0,0,12:33,12:33,0
3,New York Rangers,20172018,Henrik Lundqvist,G,8468685,1576,1717,91.7880023296447,63,61,2.9807,174,26,7,88.5608856088561,240,271,0.915,1862,95.8333333333333,46,48,2036,2,0,3502:32,55:35,26
3,New York Rangers,20172018,Ondrej Pavelec,G,8471715,394,428,92.0560747663551,19,12,3.054111,46,9,1,87.3239436619718,62,71,0.91,464,72.7272727272727,8,11,510,1,0,903:42,47:33,4
30,Minnesota Wild,20172018,Alex Stalock,G,8471774,548,599,91.4858096828047,28,23,2.84899,71,10,4,88.9570552147239,145,163,0.91,716,92,23,25,787,1,0,1495:16,53:24,10
30,Minnesota Wild,20172018,Devan Dubnyk,G,8471227,1381,1491,92.6224010731053,60,59,2.521508,145,16,7,86.7219917012448,209,241,0.918,1624,91.8918918918919,34,37,1769,5,0,3450:19,57:30,35
4,Philadelphia Flyers,20172018,Alex Lyon,G,8479312,185,204,90.6862745098039,11,7,2.751146,22,2,1,86.3636363636364,19,22,0.905,210,100,6,6,232,0,0,479:48,43:37,4
4,Philadelphia Flyers,20172018,Brian Elliott,G,8470880,953,1030,92.5242718446602,43,42,2.664552,112,11,7,81.1688311688312,125,154,0.909,1116,86.3636363636364,38,44,1228,1,0,2522:00,58:39,23
4,Philadelphia Flyers,20172018,Michal Neuvirth,G,8473607,422,452,93.3628318584071,22,18,2.599361,45,7,3,80.9523809523809,51,63,0.915,485,80,12,15,530,1,0,1038:43,47:12,9
4,Philadelphia Flyers,20172018,Petr Mrazek,G,8475852,834,912,91.4473684210526,39,33,3.033338,106,13,6,82.3943661971831,117,142,0.902,974,88.4615384615385,23,26,1080,4,0,2096:42,53:45,14
5,Pittsburgh Penguins,20172018,Antti Niemi,G,8474550,513,553,92.7667269439421,24,20,3.115984,63,9,4,83.5714285714286,117,140,0.911,647,100,17,17,710,1,0,1213:06,50:32,7
5,Pittsburgh Penguins,20172018,Casey DeSmith,G,8479193,265,284,93.3098591549296,14,11,2.399486,28,4,1,83.3333333333333,40,48,0.921,328,95.8333333333333,23,24,356,1,0,700:09,50:00,6
5,Pittsburgh Penguins,20172018,Matt Murray,G,8476899,1060,1163,91.1435941530524,49,45,2.919904,133,16,3,86.8778280542986,192,221,0.907,1290,97.4358974358974,38,39,1423,1,0,2732:58,55:46,27
5,Pittsburgh Penguins,20172018,Tristan Jarry,G,8477465,510,561,90.9090909090909,26,23,2.771396,63,6,2,89.4230769230769,93,104,0.908,624,95.4545454545454,21,22,687,2,0,1363:56,52:27,14
52,Winnipeg Jets,20172018,Connor Hellebuyck,G,8476945,1485,1599,92.8705440900563,67,64,2.36012,156,11,9,90.1298701298701,347,385,0.924,1892,93.75,60,64,2048,6,0,3965:54,59:11,44
52,Winnipeg Jets,20172018,Eric Comrie,G,8477480,74,85,87.0588235294118,3,3,3.990393,12,2,0,85.7142857142857,6,7,0.872,82,100,2,2,94,0,0,180:26,60:08,1
52,Winnipeg Jets,20172018,Michael Hutchinson,G,8474636,50,55,90.9090909090909,3,3,3.262136,7,1,0,100,18,18,0.907,68,0,0,2,75,0,0,128:45,42:55,2
52,Winnipeg Jets,20172018,Steve Mason,G,8473461,277,304,91.1184210526316,13,12,3.241428,37,6,1,87.012987012987,67,77,0.906,355,100,11,11,392,1,0,684:53,52:41,5
53,Arizona Coyotes,20172018,Adin Hill,G,8478499,106,118,89.8305084745763,4,4,3.489097,14,3,0,77.7777777777778,7,9,0.891,115,100,2,2,129,0,0,240:45,60:11,1
53,Arizona Coyotes,20172018,Antti Raanta,G,8477293,1082,1155,93.6796536796537,47,46,2.239222,97,17,6,89.4472361809045,178,199,0.93,1291,91.1764705882353,31,34,1388,3,0,2599:07,55:18,21
53,Arizona Coyotes,20172018,Darcy Kuemper,G,8475311,631,681,92.6578560939794,29,25,2.518981,67,7,5,88.5245901639344,108,122,0.92,766,90,27,30,833,4,0,1595:53,55:01,12
53,Arizona Coyotes,20172018,Louis Domingue,G,8475839,428,470,91.063829787234,19,16,3.408562,61,9,1,81.9148936170213,77,94,0.894,517,85.7142857142857,12,14,578,0,0,1073:46,56:30,7
53,Arizona Coyotes,20172018,Marek Langhamer,G,8476986,7,7,100,1,0,0,0,0,0,100,3,3,1,10,"",0,0,10,0,0,28:53,28:53,0
53,Arizona Coyotes,20172018,Scott Wedgewood,G,8475809,469,520,90.1923076923077,20,17,3.447332,63,9,4,82.3529411764706,42,51,0.893,524,81.25,13,16,587,1,0,1096:30,54:49,5
54,Vegas Golden Knights,20172018,Dylan Ferguson,G,8480263,1,1,100,1,0,6.498195,1,0,0,0,0,1,0.5,1,"",0,0,2,0,0,09:14,09:14,0
54,Vegas Golden Knights,20172018,Malcolm Subban,G,8476876,464,507,91.5187376725838,22,19,2.682527,55,4,2,87.6404494382023,78,89,0.91,559,94.4444444444444,17,18,614,0,0,1230:11,55:55,13
54,Vegas Golden Knights,20172018,Marc-Andre Fleury,G,8470594,1092,1173,93.0946291560102,46,46,2.244333,100,13,4,90.3409090909091,159,176,0.927,1276,92.5925925925926,25,27,1376,4,0,2673:24,58:07,29
54,Vegas Golden Knights,20172018,Maxime Lagace,G,8476509,297,339,87.6106194690265,16,14,3.915209,57,7,1,82.7160493827161,67,81,0.867,373,90,9,10,430,0,0,873:31,54:35,6
54,Vegas Golden Knights,20172018,Oscar Dansk,G,8476861,74,77,96.1038961038961,4,3,1.779359,5,0,0,92.8571428571429,13,14,0.946,88,50,1,2,93,1,0,168:36,42:09,3
6,Boston Bruins,20172018,Anton Khudobin,G,8471418,632,689,91.7271407837446,31,29,2.560767,76,6,7,88.8888888888889,128,144,0.913,800,93.0232558139535,40,43,876,1,0,1780:43,57:26,16
6,Boston Bruins,20172018,Tuukka Rask,G,8471695,1139,1233,92.3763179237632,54,53,2.363632,125,14,5,89.4736842105263,204,228,0.917,1388,86.5384615384615,45,52,1513,3,0,3173:05,58:45,34
7,Buffalo Sabres,20172018,Adam Wilcox,G,8476330,10,10,100,1,0,0,0,1,0,100,4,4,1,14,"",0,0,14,0,0,38:39,38:39,0
7,Buffalo Sabres,20172018,Chad Johnson,G,8473434,717,796,90.0753768844221,36,29,3.552231,105,16,3,84.1379310344828,122,145,0.891,857,85.7142857142857,18,21,962,0,0,1773:32,49:15,10
7,Buffalo Sabres,20172018,Linus Ullmark,G,8476999,108,114,94.7368421052632,5,3,1.997503,8,2,0,75,6,8,0.935,115,100,1,1,123,0,0,240:18,48:03,1
7,Buffalo Sabres,20172018,Robin Lehner,G,8475215,1170,1279,91.47771696638,53,50,3.008398,143,26,9,88.1578947368421,201,228,0.908,1417,86.7924528301887,46,53,1560,3,0,2852:01,53:48,14
8,Montréal Canadiens,20172018,Al Montoya,G,8471219,271,296,91.5540540540541,13,8,3.209329,37,3,2,73.1707317073171,30,41,0.893,309,88.8888888888889,8,9,346,0,0,691:44,53:12,4
8,Montréal Canadiens,20172018,Antti Niemi,G,8474550,513,553,92.7667269439421,24,20,3.115984,63,9,4,83.5714285714286,117,140,0.911,647,100,17,17,710,1,0,1213:06,50:32,7
8,Montréal Canadiens,20172018,Carey Price,G,8471679,1114,1226,90.8646003262643,49,48,3.11075,148,26,7,84.8623853211009,185,218,0.9,1339,93.0232558139535,40,43,1487,1,0,2854:37,58:15,16
8,Montréal Canadiens,20172018,Charlie Lindgren,G,8479292,347,375,92.5333333333333,14,14,3.025331,42,8,2,83.5616438356164,61,73,0.908,415,77.7777777777778,7,9,457,2,0,832:58,59:29,4
9,Ottawa Senators,20172018,Craig Anderson,G,8467950,1328,1473,90.1561439239647,58,55,3.322532,180,25,6,87.1900826446281,211,242,0.898,1588,92.4528301886792,49,53,1768,2,0,3250:32,56:02,23
9,Ottawa Senators,20172018,Daniel Taylor,G,8471433,28,31,90.3225806451613,1,1,4.103733,4,1,0,66.6666666666667,2,3,0.882,30,"",0,0,34,0,0,58:29,58:29,0
9,Ottawa Senators,20172018,Mike Condon,G,8477237,699,761,91.8528252299606,31,26,3.246401,88,17,5,78.9473684210526,90,114,0.902,810,91.304347826087,21,23,898,0,0,1626:25,52:27,5
