gameID,teamid1,teamID2,main_title,title,blurb,description,FLASH_192K_320X180,FLASH_450K_400X224,FLASH_1200K_640X360,FLASH_1800K_960X540,HTTP_CLOUD_MOBILE,HTTP_CLOUD_TABLET,HTTP_CLOUD_TABLET_60,HTTP_CLOUD_WIRED,HTTP_CLOUD_WIRED_60,HTTP_CLOUD_WIRED_WEB
2018020001,10,8,Extended Highlights,MTL @ TOR,Condensed Game: Canadiens @ Maple Leafs,Extended highlights of the Montreal Canadiens at the Toronto Maple Leafs,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307981/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307981/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307981/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307981/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307962/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307962/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307962/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307962/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307962/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/b4c92ed0-cb4c-48ec-9e71-fe9a8bf591b8/1538620307962/master_wired_web.m3u8
2018020001,10,8,Recap,"Recap: MTL 2, TOR 3 - F/OT","Matthews' second goal powers Leafs past Habs in OT",Auston Matthews scored his second goal 1:01 into overtime to lift the Maple Leafs to a 3-2 season-opening win against the Canadiens,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975064/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975064/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975064/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975064/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975050/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975050/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975050/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975050/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975050/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/9c79005a-a189-4b62-96c6-349ee34b2665/1538620975050/master_wired_web.m3u8
2018020002,6,15,Extended Highlights,BOS @ WSH,Condensed Game: Bruins @ Capitals,Extended highlights of the Boston Bruins at the Washington Capitals,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829452/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829452/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829452/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829452/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829437/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829437/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829437/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829437/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829437/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f0ad6c0a-6c71-4c2d-8609-973f34d7e1b3/1538621829437/master_wired_web.m3u8
2018020002,6,15,Recap,"Recap: BOS 0, WSH 7","Caps raise Cup banner, rout Bruins 7-0 to open season","The Capitals started fast against the Bruins and never looked back, cruising to a 7-0 win after raising their first Stanley Cup banner",http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626364/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626364/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626364/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626364/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626347/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626347/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626347/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626347/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626347/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/c9aa2c85-4316-4f02-bd12-e2570fcede4f/1538621626347/master_wired_web.m3u8
2018020003,23,20,Extended Highlights,CGY @ VAN,Condensed Game: Flames @ Canucks,Extended highlights of the Calgary Flames at the Vancouver Canucks,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586874/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586874/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586874/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586874/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586850/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586850/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586850/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586850/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586850/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/0db6d172-5ab1-46d4-9f5e-a2d37853bb62/1538630586850/master_wired_web.m3u8
2018020003,23,20,Recap,"Recap: CGY 2, VAN 5","Pettersson, big 3rd lead Canucks to win in opener","Elias Pettersson picked up two points in his first NHL game, and the Canucks erupted for four goals in the 3rd period to beat the Flames, 5-2",http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714494/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714494/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714494/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714494/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714477/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714477/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714477/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714477/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714477/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/a0768c5a-484e-4722-9d81-2da7361a0a44/1538630714477/master_wired_web.m3u8
2018020004,28,24,Extended Highlights,ANA @ SJS,Condensed Game: Ducks @ Sharks,Extended highlights of the Anaheim Ducks at the San Jose Sharks,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342876/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342876/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342876/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342876/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342845/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342845/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342845/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342845/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342845/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/1f6ce123-6d40-4034-8899-cc63d256112f/1538631342845/master_wired_web.m3u8
2018020004,28,24,Recap,"Recap: ANA 5, SJS 2","Silfverberg, Rakell lead Ducks to 5-2 win in opener",Jakob Silfverberg and Rickard Rakell each tallied three points as the Ducks opened their season with a 5-2 win against the Sharks,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889679/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889679/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889679/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889679/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889659/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889659/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889659/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889659/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889659/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/04/f3b9f24b-e640-4c6b-b761-a93f4f400a10/1538630889659/master_wired_web.m3u8
2018020005,6,7,Extended Highlights,BOS @ BUF,Condensed Game: Bruins @ Sabres,Extended highlights of the Boston Bruins at the Buffalo Sabres,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982299/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982299/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982299/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982299/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982288/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982288/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982288/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982288/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982288/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/fa618783-c8ed-4cdd-ab3e-150b8db8a8bc/1538705982288/master_wired_web.m3u8
2018020005,6,7,Recap,"Recap: BOS 4, BUF 0","Marchand dishes out four assists in Bruins' 4-0 win","Brad Marchand tied his career-high with four assists, while Jaroslav Halak turned in a 32-save shutout to help the Bruins beat the Sabres, 4-0",http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637398/asset_192k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637398/asset_450k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637398/asset_1200k.mp4,http://md-akc.med.nhl.com/mp4/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637398/asset_1800k.mp4,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637388/master_mobile.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637388/master_tablet.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637388/master_tablet60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637388/master_wired.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637388/master_wired60.m3u8,http://md-akc.med.nhl.com/hls/nhl/2018/10/05/e28a71d5-c14c-4476-9fc6-2f63ed18357c/1538705637388/master_wired_web.m3u8
